Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
,34,Female,Few times a month,['Clothing and Fashion'],sometimes,Few times a week,Filter,Multiple pages,2,maybe,Sometimes,Changed my mind or no longer need the item,Often,yes,Occasionally,sometimes,2,sometimes,3,3,Competitive prices,Product quality and accuracy
,46,Prefer not to say,Few times a month,['Clothing and Fashion'],sometimes,Few times a week,Filter,Multiple pages,3,maybe,Rarely,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,3,Competitive prices,Customer service responsiveness
,54,Female,Few times a month,['Clothing and Fashion'],sometimes,Few times a week,Filter,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Moderately,sometimes,3,sometimes,3,3,Product recommendations,Product quality and accuracy
,56,Prefer not to say,Once a week,['Clothing and Fashion'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,50,Prefer not to say,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,4,Product recommendations,Shipping speed and reliability
,56,Prefer not to say,Few times a month,['Beauty and Personal Care'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Rarely,yes,Occasionally,yes,4,sometimes,3,3,Product recommendations,Reducing packaging waste
,22,Prefer not to say,Few times a month,['Clothing and Fashion'],yes,Few times a week,Keyword,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Often,no,Occasionally,sometimes,4,sometimes,3,3,Competitive prices,Customer service responsiveness
,25,Prefer not to say,Few times a month,['Clothing and Fashion'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,no,Moderately,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,23,Male,Few times a month,['Beauty and Personal Care'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,3,Competitive prices,Customer service responsiveness
,23,Prefer not to say,Once a week,['Clothing and Fashion'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Heavily,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,56,Female,Few times a month,['Clothing and Fashion'],sometimes,Few times a week,Filter,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,56,Female,Multiple times a week,"['Beauty and Personal Care', 'Home and Kitchen']",sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Moderately,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,23,Female,Few times a month,['Beauty and Personal Care'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,yes,3,sometimes,3,3,Product recommendations,Reducing packaging waste
,56,Female,Once a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']",sometimes,Few times a week,categories,Multiple pages,3,yes,Sometimes,Found a better price elsewhere,Sometimes,yes,Moderately,no,4,sometimes,3,3,Product recommendations,Reducing packaging waste
,23,Female,Few times a month,['Beauty and Personal Care'],sometimes,Multiple times a day,categories,Multiple pages,3,maybe,Sometimes,High shipping costs,Sometimes,yes,Moderately,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,45,Female,Few times a month,['Home and Kitchen'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,3,Competitive prices,Customer service responsiveness
,23,Female,Few times a month,['Beauty and Personal Care'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Moderately,sometimes,3,sometimes,4,3,Wide product selection,Customer service responsiveness
,23,Female,Once a month,['Beauty and Personal Care'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Moderately,yes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,34,Prefer not to say,Few times a month,['Clothing and Fashion'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Rarely,Changed my mind or no longer need the item,Rarely,no,Rarely,yes,2,sometimes,1,3,Product recommendations,Customer service responsiveness
,34,Female,Few times a month,['Clothing and Fashion'],no,Few times a week,categories,First page,2,maybe,Sometimes,Found a better price elsewhere,Rarely,yes,Occasionally,sometimes,2,sometimes,2,2,Product recommendations,Reducing packaging waste
,45,Others,Few times a month,['Beauty and Personal Care'],no,Few times a month,Filter,First page,2,yes,Often,Changed my mind or no longer need the item,Often,yes,Moderately,no,2,sometimes,3,2,Competitive prices,Product quality and accuracy
,33,Prefer not to say,Once a week,['Beauty and Personal Care'],no,Few times a month,categories,Multiple pages,1,no,Rarely,Changed my mind or no longer need the item,Often,yes,Moderately,no,2,yes,2,2,Competitive prices,Product quality and accuracy
,34,Female,Once a week,['Beauty and Personal Care'],sometimes,Few times a week,Filter,Multiple pages,2,yes,Often,Found a better price elsewhere,Often,yes,Moderately,sometimes,2,sometimes,2,1,Competitive prices,Reducing packaging waste
,45,Prefer not to say,Once a week,['Beauty and Personal Care'],sometimes,Few times a month,categories,First page,3,maybe,Sometimes,Found a better price elsewhere,Often,yes,Heavily,sometimes,4,sometimes,3,3,Competitive prices,Customer service responsiveness
,45,Male,Few times a month,['Beauty and Personal Care'],no,Few times a week,others,First page,2,no,Sometimes,Changed my mind or no longer need the item,Often,yes,Heavily,no,3,sometimes,3,3,Product recommendations,Product quality and accuracy
,34,Female,Once a week,['Clothing and Fashion'],no,Few times a week,categories,First page,2,maybe,Often,Changed my mind or no longer need the item,Sometimes,yes,Heavily,sometimes,2,sometimes,2,3,Competitive prices,Customer service responsiveness
,67,Prefer not to say,Few times a month,['Home and Kitchen'],sometimes,Few times a week,Filter,Multiple pages,3,no,Sometimes,High shipping costs,Sometimes,yes,Rarely,sometimes,2,sometimes,4,2,Product recommendations,Reducing packaging waste
,34,Female,Once a week,['Beauty and Personal Care'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Always,Found a better price elsewhere,Sometimes,yes,Moderately,sometimes,3,sometimes,3,4,Product recommendations,Reducing packaging waste
,45,Others,Less than once a month,['Beauty and Personal Care'],no,Few times a week,Filter,First page,4,maybe,Always,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,3,sometimes,2,2,Product recommendations,Customer service responsiveness
,23,Female,Once a month,['Clothing and Fashion'],sometimes,Few times a week,Filter,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,3,Competitive prices,Reducing packaging waste
,21,Prefer not to say,Less than once a month,['Clothing and Fashion'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,23,Female,Few times a month,['Beauty and Personal Care'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,High shipping costs,Sometimes,yes,Occasionally,sometimes,3,sometimes,4,4,User-friendly website/app interface,Customer service responsiveness
,23,Prefer not to say,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion']",sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,3,yes,3,3,Competitive prices,Reducing packaging waste
,42,Female,Once a week,['Clothing and Fashion'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Never,yes,Occasionally,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,23,Prefer not to say,Once a week,['Clothing and Fashion'],sometimes,Few times a month,Keyword,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,sometimes,4,sometimes,3,3,Product recommendations,Shipping speed and reliability
,23,Prefer not to say,Multiple times a week,['Beauty and Personal Care'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Always,Changed my mind or no longer need the item,Sometimes,yes,Never,sometimes,3,sometimes,3,3,Wide product selection,Customer service responsiveness
,25,Prefer not to say,Few times a month,['Beauty and Personal Care'],sometimes,Few times a month,Filter,Multiple pages,3,maybe,Sometimes,others,Rarely,yes,Moderately,sometimes,3,sometimes,3,3,Product recommendations,Reducing packaging waste
,40,Male,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Few times a week,Keyword,Multiple pages,1,yes,Sometimes,Found a better price elsewhere,Often,yes,Heavily,yes,2,yes,2,1,Wide product selection,Product quality and accuracy
,23,Female,Few times a month,['Beauty and Personal Care'],yes,Few times a week,Filter,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,23,Female,Multiple times a week,['Clothing and Fashion'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Heavily,sometimes,3,sometimes,3,3,Product recommendations,Reducing packaging waste
,27,Male,Less than once a month,['Clothing and Fashion'],sometimes,Rarely,categories,Multiple pages,1,yes,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Heavily,yes,3,sometimes,2,2,Wide product selection,Product quality and accuracy
,39,Male,Once a month,['Home and Kitchen'],sometimes,Few times a week,Keyword,Multiple pages,1,yes,Often,Found a better price elsewhere,Often,yes,Moderately,yes,1,yes,2,1,All the above,Reducing packaging waste
,32,Female,Once a month,"['Clothing and Fashion', 'Home and Kitchen', 'others']",no,Few times a week,others,Multiple pages,1,yes,Sometimes,Found a better price elsewhere,Rarely,yes,Occasionally,yes,5,yes,1,2,Competitive prices,Shipping speed and reliability
,36,Female,Less than once a month,['Home and Kitchen'],no,Rarely,Keyword,Multiple pages,1,maybe,Sometimes,others,Sometimes,no,Rarely,yes,2,yes,1,2,Wide product selection,Product quality and accuracy
,40,Female,Once a month,['Clothing and Fashion'],yes,Rarely,categories,Multiple pages,4,yes,Sometimes,Found a better price elsewhere,Sometimes,yes,Rarely,sometimes,5,yes,5,4,Product recommendations,Customer service responsiveness
,23,Male,Once a month,['Clothing and Fashion'],sometimes,Rarely,Filter,First page,3,no,Sometimes,Found a better price elsewhere,Sometimes,no,Moderately,yes,3,sometimes,3,1,Product recommendations,Customer service responsiveness
,45,Female,Once a week,['Beauty and Personal Care'],sometimes,Few times a month,categories,First page,3,maybe,Rarely,Changed my mind or no longer need the item,Rarely,yes,Moderately,sometimes,3,sometimes,1,1,Competitive prices,Reducing packaging waste
,45,Prefer not to say,Few times a month,['Clothing and Fashion'],yes,Multiple times a day,Keyword,Multiple pages,2,yes,Often,High shipping costs,Always,yes,Heavily,yes,1,yes,1,1,Wide product selection,Product quality and accuracy
,45,Prefer not to say,Few times a month,['Beauty and Personal Care'],yes,Few times a month,Filter,Multiple pages,2,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,2,sometimes,2,1,Wide product selection,Product quality and accuracy
,45,Prefer not to say,Few times a month,"['Groceries and Gourmet Food', 'Clothing and Fashion']",yes,Multiple times a day,Keyword,Multiple pages,1,maybe,Often,Found a better price elsewhere,Often,yes,Heavily,no,1,sometimes,3,1,Product recommendations,Reducing packaging waste
,45,Female,Few times a month,['Clothing and Fashion'],no,Multiple times a day,categories,First page,1,no,Sometimes,Found a better price elsewhere,Never,no,Moderately,sometimes,4,no,4,4,User-friendly website/app interface,Shipping speed and reliability
,32,Male,Once a month,"['Clothing and Fashion', 'Home and Kitchen']",no,Rarely,others,First page,4,maybe,Rarely,High shipping costs,Sometimes,yes,Occasionally,no,2,no,3,5,Competitive prices,Customer service responsiveness
,34,Prefer not to say,Once a month,['Home and Kitchen'],sometimes,Few times a month,Filter,Multiple pages,2,yes,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Rarely,no,3,no,3,2,Competitive prices,Reducing packaging waste
,54,Male,Few times a month,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a month,categories,First page,4,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Occasionally,no,3,no,2,3,Competitive prices,Reducing packaging waste
,25,Male,Once a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",no,Few times a month,Keyword,Multiple pages,3,maybe,Often,Found a better price elsewhere,Sometimes,no,Heavily,sometimes,3,no,2,2,Product recommendations,Customer service responsiveness
,26,Others,Once a month,"['Clothing and Fashion', 'Home and Kitchen', 'others']",no,Multiple times a day,Filter,First page,4,maybe,Often,Found a better price elsewhere,Rarely,no,Occasionally,sometimes,3,no,2,2,Product recommendations,Product quality and accuracy
,36,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Few times a week,categories,First page,3,no,Sometimes,Found a better price elsewhere,Often,yes,Moderately,sometimes,3,no,2,2,Competitive prices,Reducing packaging waste
,22,Male,Once a month,"['Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a month,Keyword,First page,2,no,Often,Found a better price elsewhere,Always,no,Occasionally,sometimes,2,no,2,2,Competitive prices,Customer service responsiveness
,34,Female,Few times a month,['Clothing and Fashion'],sometimes,Few times a week,Filter,First page,1,yes,Often,Found a better price elsewhere,Always,yes,Moderately,sometimes,2,sometimes,2,2,Competitive prices,Product quality and accuracy
,35,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Few times a month,categories,Multiple pages,3,no,Sometimes,Changed my mind or no longer need the item,Often,no,Rarely,sometimes,2,sometimes,2,3,Wide product selection,Customer service responsiveness
,34,Prefer not to say,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Few times a week,categories,Multiple pages,4,no,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Heavily,sometimes,2,sometimes,5,4,Competitive prices,Reducing packaging waste
,21,Others,Multiple times a week,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Few times a month,categories,First page,4,no,Rarely,Changed my mind or no longer need the item,Sometimes,no,Never,no,5,no,5,4,Product recommendations,Product quality and accuracy
,24,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Rarely,others,First page,5,no,Never,others,Never,no,Never,no,5,no,5,5,User-friendly website/app interface,Reducing packaging waste
,26,Prefer not to say,Less than once a month,"['Home and Kitchen', 'others']",no,Rarely,others,First page,5,no,Never,others,Never,no,Never,no,5,no,5,5,User-friendly website/app interface,Product quality and accuracy
,36,Male,Once a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Rarely,others,First page,5,maybe,Rarely,others,Never,no,Rarely,no,4,no,5,4,Wide product selection,Customer service responsiveness
,36,Female,Once a month,['Groceries and Gourmet Food'],sometimes,Few times a month,categories,First page,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,no,Occasionally,no,3,sometimes,3,3,Competitive prices,Reducing packaging waste
,28,Female,Once a week,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Multiple times a day,others,Multiple pages,4,no,Rarely,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,3,sometimes,3,4,Product recommendations,Reducing packaging waste
,40,Female,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care']",yes,Few times a month,categories,Multiple pages,2,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Moderately,sometimes,3,no,2,3,Wide product selection,Shipping speed and reliability
,50,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Few times a week,Keyword,Multiple pages,3,no,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Rarely,sometimes,3,sometimes,4,3,Product recommendations,Reducing packaging waste
,27,Male,Once a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a month,Filter,Multiple pages,2,maybe,Often,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,yes,2,no,2,3,Wide product selection,Product quality and accuracy
,27,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion']",no,Few times a month,Filter,First page,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Moderately,sometimes,3,sometimes,3,4,Wide product selection,Shipping speed and reliability
,45,Male,Few times a month,"['Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Few times a month,Keyword,First page,4,maybe,Sometimes,Changed my mind or no longer need the item,Often,yes,Moderately,no,2,yes,2,3,Product recommendations,Product quality and accuracy
,46,Female,Few times a month,"['Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Few times a month,categories,Multiple pages,3,no,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,2,yes,2,3,Competitive prices,Reducing packaging waste
,60,Prefer not to say,Less than once a month,"['Home and Kitchen', 'others']",sometimes,Few times a month,categories,First page,4,yes,Sometimes,High shipping costs,Sometimes,yes,Occasionally,sometimes,4,no,3,4,Product recommendations,Customer service responsiveness
,32,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",yes,Few times a week,Filter,First page,1,yes,Always,Found a better price elsewhere,Often,no,Occasionally,no,2,no,2,4,Wide product selection,Reducing packaging waste
,45,Female,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a week,Filter,Multiple pages,2,no,Sometimes,others,Sometimes,no,Rarely,no,3,no,2,2,Competitive prices,Customer service responsiveness
,25,Female,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",yes,Few times a week,Keyword,Multiple pages,3,no,Often,Found a better price elsewhere,Often,no,Occasionally,yes,2,no,2,2,Product recommendations,Customer service responsiveness
,37,Female,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",yes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Occasionally,no,3,no,2,3,Product recommendations,Shipping speed and reliability
,37,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion']",no,Rarely,Keyword,First page,3,maybe,Rarely,Changed my mind or no longer need the item,Sometimes,no,Moderately,sometimes,1,no,2,3,Product recommendations,Customer service responsiveness
,32,Male,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a week,Filter,Multiple pages,2,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Moderately,yes,2,no,2,3,Product recommendations,Customer service responsiveness
,56,Male,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Few times a week,Keyword,Multiple pages,3,no,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Moderately,no,2,no,2,2,Product recommendations,Reducing packaging waste
,34,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a week,categories,First page,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Never,sometimes,3,no,3,2,Product recommendations,Customer service responsiveness
,21,Male,Once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Few times a week,categories,First page,3,maybe,Often,Changed my mind or no longer need the item,Rarely,no,Moderately,sometimes,2,yes,1,1,Wide product selection,Product quality and accuracy
,46,Male,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']",yes,Few times a week,Keyword,First page,1,maybe,Often,Changed my mind or no longer need the item,Often,no,Occasionally,yes,2,yes,2,2,Competitive prices,Product quality and accuracy
,21,Male,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Rarely,Keyword,Multiple pages,5,maybe,Sometimes,Found a better price elsewhere,Often,yes,Moderately,yes,1,yes,2,1,Competitive prices,Reducing packaging waste
,31,Female,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']",sometimes,Few times a week,categories,Multiple pages,2,yes,Sometimes,Changed my mind or no longer need the item,Often,yes,Moderately,no,5,sometimes,3,2,Competitive prices,Customer service responsiveness
,36,Female,Multiple times a week,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Multiple times a day,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Often,no,Occasionally,sometimes,2,no,2,2,User-friendly website/app interface,Customer service responsiveness
,35,Female,Few times a month,"['Beauty and Personal Care', 'Home and Kitchen']",sometimes,Few times a month,categories,First page,2,no,Often,High shipping costs,Sometimes,yes,Rarely,sometimes,3,yes,2,1,Product recommendations,Product quality and accuracy
,25,Male,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a month,categories,Multiple pages,1,yes,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,yes,2,sometimes,4,3,Product recommendations,Customer service responsiveness
,45,Female,Few times a month,['Clothing and Fashion'],sometimes,Rarely,categories,Multiple pages,3,no,Rarely,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,3,no,2,1,User-friendly website/app interface,Customer service responsiveness
,36,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion']",no,Few times a week,Filter,Multiple pages,2,maybe,Often,Changed my mind or no longer need the item,Sometimes,no,Occasionally,no,1,yes,2,1,Competitive prices,Reducing packaging waste
,36,Female,Once a week,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']",no,Few times a month,categories,Multiple pages,1,no,Often,High shipping costs,Often,yes,Moderately,sometimes,1,sometimes,1,2,Wide product selection,Product quality and accuracy
,43,Male,Once a month,['Beauty and Personal Care'],sometimes,Multiple times a day,Filter,Multiple pages,2,no,Always,Found a better price elsewhere,Often,no,Rarely,sometimes,1,yes,2,1,Competitive prices,Product quality and accuracy
,34,Female,Multiple times a week,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']",no,Few times a week,categories,Multiple pages,4,maybe,Always,High shipping costs,Often,yes,Occasionally,yes,1,yes,1,1,Competitive prices,Customer service responsiveness
,43,Male,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Few times a week,Filter,Multiple pages,2,no,Often,Changed my mind or no longer need the item,Often,yes,Moderately,no,2,no,2,2,Competitive prices,Reducing packaging waste
,25,Female,Few times a month,"['Clothing and Fashion', 'others']",no,Few times a week,Keyword,Multiple pages,4,yes,Sometimes,Found a better price elsewhere,Often,no,Moderately,no,2,no,2,2,Product recommendations,Customer service responsiveness
,43,Female,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a week,Filter,Multiple pages,3,no,Sometimes,Found a better price elsewhere,Sometimes,no,Moderately,sometimes,3,sometimes,2,2,Competitive prices,Customer service responsiveness
,56,Female,Multiple times a week,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']",sometimes,Few times a week,Filter,First page,2,no,Rarely,Changed my mind or no longer need the item,Often,yes,Occasionally,sometimes,3,sometimes,3,2,Product recommendations,Product quality and accuracy
,32,Female,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care']",no,Few times a month,categories,First page,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,3,no,3,3,Product recommendations,Customer service responsiveness
,21,Male,Once a week,['Clothing and Fashion'],sometimes,Few times a week,categories,Multiple pages,1,maybe,Sometimes,Found a better price elsewhere,Sometimes,no,Occasionally,sometimes,4,sometimes,3,2,Competitive prices,Customer service responsiveness
,34,Male,Less than once a month,['Clothing and Fashion'],no,Few times a week,categories,First page,2,no,Often,Found a better price elsewhere,Sometimes,yes,Occasionally,no,2,no,3,3,User-friendly website/app interface,Customer service responsiveness
,34,Female,Once a week,"['Groceries and Gourmet Food', 'Clothing and Fashion']",no,Multiple times a day,Keyword,Multiple pages,5,no,Always,Changed my mind or no longer need the item,Sometimes,no,Never,yes,2,no,3,2,User-friendly website/app interface,Product quality and accuracy
,34,Female,Once a week,['Clothing and Fashion'],no,Few times a week,Keyword,Multiple pages,2,no,Often,Changed my mind or no longer need the item,Sometimes,no,Occasionally,no,4,sometimes,4,4,User-friendly website/app interface,Shipping speed and reliability
,45,Prefer not to say,Once a month,['Clothing and Fashion'],sometimes,Few times a week,Keyword,First page,2,maybe,Sometimes,others,Sometimes,yes,Heavily,sometimes,3,sometimes,3,3,Product recommendations,Reducing packaging waste
,45,Female,Once a week,['Beauty and Personal Care'],yes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,3,sometimes,2,4,Product recommendations,Product quality and accuracy
,45,Prefer not to say,Less than once a month,['Home and Kitchen'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Never,Found a better price elsewhere,Rarely,no,Moderately,sometimes,4,yes,4,4,Competitive prices,Shipping speed and reliability
,45,Female,Few times a month,['Groceries and Gourmet Food'],sometimes,Multiple times a day,categories,Multiple pages,3,maybe,Often,Changed my mind or no longer need the item,Rarely,yes,Moderately,sometimes,3,sometimes,3,3,Product recommendations,Product quality and accuracy
,45,Female,Few times a month,['Beauty and Personal Care'],yes,Few times a month,others,Multiple pages,3,maybe,Rarely,Found a better price elsewhere,Often,yes,Occasionally,yes,3,sometimes,3,3,Product recommendations,Reducing packaging waste
,45,Prefer not to say,Once a week,['Clothing and Fashion'],sometimes,Multiple times a day,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,sometimes,4,sometimes,3,4,Product recommendations,Product quality and accuracy
,25,Female,Once a month,['Beauty and Personal Care'],sometimes,Few times a month,Keyword,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Rarely,yes,Moderately,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,45,Prefer not to say,Few times a month,['Beauty and Personal Care'],sometimes,Few times a month,categories,First page,3,maybe,Sometimes,Changed my mind or no longer need the item,Always,yes,Occasionally,sometimes,3,sometimes,3,3,User-friendly website/app interface,Product quality and accuracy
,60,Male,Once a week,['Beauty and Personal Care'],sometimes,Few times a month,Filter,Multiple pages,3,maybe,Rarely,Changed my mind or no longer need the item,Sometimes,yes,Heavily,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,26,Male,Few times a month,['Groceries and Gourmet Food'],sometimes,Few times a week,categories,Multiple pages,4,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,3,Wide product selection,Customer service responsiveness
